,Tweet,Retweets,Favorites,Friends,Descriptions,Followers,User_A,Created At
3149,"RT @climate_ke: ""We are on a highway to climate hell with our foot on the accelerator."" Antonio Guterres, United Nations Secretary-General…",5,0,3000,Sustainability Environmentalist|Womeninleadership|SDGs|dairyfarmer#AllthingsWater💦|Climatechange|childofGod|,827,marthasonii,2023-02-06 14:41:53
3150,@BjornLomborg @jordanbpeterson China has nothing but contempt for the Bai Zuo (white left) with its virtue signalin… https://t.co/JAJPMVAZ4X,0,0,2060,,1189,lois_rogers,2023-02-06 14:41:20
3151,"RT @NJWarriorgirl: Can’t make this shit up if you tried

#greenenergy #climatechange #windpower https://t.co/vu1WWtku2I",6,0,5724,"proud American, respect Constitution, Christian, lover of liberty.",5596,howarddevans1,2023-02-06 14:41:13
3152,"RT @plantscifyi: Join us tomorrow @ThePlantCell webinar Plant Responses to Abiotic Stress! 🧐🌱😯🧂🛢️💦🌡️🤓
#plantresearch #plantscifyi #abiotics…",10,0,744,"Leading international society-published journal with fast turnaround time, true peer review by top plant scientists, first-class post-acceptance science editing",31024,ThePlantCell,2023-02-06 14:41:02
3153,"As the nation works towards its net zero targets, the UK government has announced a new research hub to support cre… https://t.co/qYTt5HL8GO",0,0,546,The International Connected Autonomous Vehicle Cluster (ICAV) is a networking and membership platform to grow the driverless transport industry #ICAV,434,ICAVcluster,2023-02-06 14:40:51
3154,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,7171,Proud European,6535,curiocat13,2023-02-06 14:40:33
3155,"RT @EIB: Forests play a major role in #ClimateChange mitigation &amp; adaptation.
The 'Forests at the heart of sustainable development' report…",9,0,1568,"Club Energie de l'université @Paris_Dauphine
#DauphineDurable",1197,DauphineEnergie,2023-02-06 14:40:16
3156,"RT @FAOclimate: #Climatechange effects global food production and #FoodSecurity ...

but cultivating #pulses has many benefits due to their…",32,0,889,We connect leaders in #agriculture who are taking bold action to co-create sustainable U.S. food systems. We have #30Harvests. This is the #DecadeofAg.,40329,USFRA,2023-02-06 14:39:33
3157,End of Day 1 of the @DAAD_Germany #ClimapAfrica #ClimateChange and #Modelling working group summit. Minds are full… https://t.co/Ch5yBoXdow,1,3,181,"Palaeolimnologist, diatom lover 🇿🇦",123,Limno_Kelly,2023-02-06 14:38:54
3158,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,989,"Zoologist, entomologist, broadcaster and President of The Dorset Wildlife Trust",12722,georgecmcgavin,2023-02-06 14:38:51
3159,Tesla Deep Blue Metallic Paint May Be Coming Soon To Germany https://t.co/ZSIt9TelQa #ElectricVehicles #Tesla #EV… https://t.co/0fkiCtx7ot,0,0,976,"Zulu, X-ray, Charlie etc... Enthusiastic EV driver & advocate. Failed techblogger. Failed YouTuber. I like yellow. Get your Elon's Song NFT here:",243,Zxcxz_xyz,2023-02-06 14:38:36
3160,"RT @FairventuresUg: ""With each #tree we plant, we're fighting against #climatechange and securing a better tomorrow.""  #planttrees #Climate…",5,0,1556,#Action demanding for #SaveNatureUg activism.#StrongerTogether. Regional coordinator for @Re_EarthOrg &  co-founder of @EcoBambooInter1 solomonojay256@gmail.com,1728,256Solomon,2023-02-06 14:38:30
3161,"In episode 2 of Cities 1.5, host David Miller speaks with Is’haaq Akoon, Senior Manager #ClimateChange for the City… https://t.co/85alJMVZDA",0,0,1218,Canada's leading scholarly journal publisher serving both Canadian and International academic communities since 1901.,2940,utpjournals,2023-02-06 14:38:10
3162,Amazing! 1 out of every 4 Australian homes have solar panels. Aussies get 36% of their electricity from renewables.… https://t.co/cD7ibRcpgB,0,4,1680,Silent? Why?,1261,DhillonHariGTA,2023-02-06 14:38:07
3163,"Not only do autonomous vehicles provide us with a more convenient and safer driving experience, but they also play… https://t.co/j9Foa4r6G1",0,0,172,CoreAVI is a global leader in safety critical products and services designed to enable complex discrete and SoC graphics processors.,187,CoreAVI,2023-02-06 14:37:57
3164,RT @gregorygambetta: 👇Back from the Douro valley of Portugal and look at this example of the stunted canopy growth from 2022’s historically…,2,0,984,"Extension Specialist in Department of Viticulture and Enology, UC Davis. Extending Viticulture Information to Raisin, Table, and Wine Grape Growers.",2965,grapetweets,2023-02-06 14:37:44
3165,"Trailblazer of #ClimateChange science.
Eunice Foote published her research in the mid-1800s

#globalwarming… https://t.co/QU7XrTqFyC",0,0,1702,"Polish & British. Green councillor working for a fairer and more sustainable future. From #Worcester, UK via #Sandomierz, Pl. Loves #cycling. Views my own.",687,tpiotr74,2023-02-06 14:37:27
3166,"RT @GreensEFA: The indigenous Sámi people rely on the land &amp; wildlife for their cultural survival. 

But #ClimateChange &amp; industries threat…",19,0,5268,"International Human Rights Advocate ⚖️🕊🌎 
Rights & Democracy, @GreensEFA in the European Parliament 🏳️‍🌈 (She/Her)

#GenderEquality #LGBTIQ #WomenInPolitics",6456,ojala_annika,2023-02-06 14:37:22
3167,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,699,"Climate Change Agent/advocate with ICCDI. #climateWednesday, #ICCDI,
Agro Logistics, Smart Agriculture with Zowasel, freight and supply chain consultant/ M&E.",1250,agentsmith247,2023-02-06 14:37:20
3168,"RT @PlasticsWar: Entanglement in plastic debris can lead to starvation and suffocation, while ingestion of plastic particles can cause dige…",12,0,1627,"Cyprus Sustainable Tourism Initiative (CSTI) was established in 2006, with the goal to promote the development of sustainable approach to tourism in Cyprus.",977,CySustTourism,2023-02-06 14:36:51
3169,RT @TheFamerTalk: Being responsible citizens is what we do. Join us this Thursday as we plant trees to counter the effects of #climatechang…,6,0,4994,"Farmer, ICT Consultant ~ Volunteer @anglicandomcpca ~ Co-Founder @abmparassa ~ Ex - @softit_cons
@mopsezim @cbzholdings / Glory to God ^",1290,abelmautsa,2023-02-06 14:36:47
3170,"Magistrate steps down over force-fitting prepay meter warrants

A magistrate told the BBC that lack of scrutiny put… https://t.co/Juie5QaE8z",3,6,834,"ELN a multiple award-winning news service covering energy. 
We run amazing events too!",12273,EnergyLiveNews,2023-02-06 14:36:45
3171,RT @agriealafrica: Training farmers is a crucial was of enhancing food security as it helps in encouraging Diversification . Agronomic supp…,2,0,3237,"Mobilizer, Researcher and Green economy   activist.
Co_Founder of Bungoma Greenlife Organisation/ Committed to environmental conservation",734,EVANSSUNGURI1,2023-02-06 14:36:42
3172,"RT @AbioticStress: Can Plant #Breeding Ease #Drought Concerns? @SeedWorldMag

https://t.co/8vI2yWgPhG

#PlantSci #ClimateChange #food #Food…",6,0,240,Sustainable Agriculture research enthusiast//OAP//,322,Iamatewo1,2023-02-06 14:36:29
3173,"RT @UpscforAll: Climate change will increase hydropower generation

Source: The Hindu 

GS Paper-3: Infrastructure, Climate change, Conserv…",40,0,394,I am a good guy but sometimes rude because no one can 100% perfect,14,piyushy061,2023-02-06 14:36:10
3174,RT @iaeaorg: 📢 Join us tomorrow #live from @ChathamHouse in London 🇬🇧 to follow the exchange between @rafaelmgrossi and Dr @PatriciaMary wi…,11,0,577,British #diplomat.  Former Head of Counter Proliferation & Arms Control Centre and Ambassador to #Helsinki. #Suffolk #churches #Balkans #frocks,2954,SarahPriceUK,2023-02-06 14:36:09
3175,RT @ColumbiaMSPH: 📣 Happening today at 12:00 PM ET. A special discussion from @SenWhitehouse about his new book “The Scheme: How the Right…,1,0,818,The Department of Epidemiology @ColumbiaMSPH is committed to producing world-class science with real-world impact.,10082,CUEpidemiology,2023-02-06 14:35:39
3176,RT @glacionaut: Here are four examples from the Swiss alps how global warming affects our glaciers. #ClimateCrisis #climatechange #GlobalWa…,198,0,250,"// Grüne Kanton Schwyz 🌍💚 // Soziokultureller Animator i.A. // Musik, Politik und Sport",63,IanImbaumgarten,2023-02-06 14:35:04
3177,"RT @PlasticsWar: Entanglement in plastic debris can lead to starvation and suffocation, while ingestion of plastic particles can cause dige…",12,0,3077,"Activista derechos de los animales. Ex-ANarro, Fundadora Voluntariado ProAnimal  Representante estatal de Mov. Consciencia #Izquierda  #VeganRebel #AnimalRights",2084,zenmaster7,2023-02-06 14:35:04
3178,"Key priorities in EU policy addressing impact of AI and climate change on human rights!

https://t.co/7qMHU6ssp6… https://t.co/96Smskmtlt",0,0,2525,https://t.co/jGXmPfbgwj https://t.co/vKmT8sIcv1 https://t.co/m2FHnLutNF,1319,IngridVasiliu,2023-02-06 14:35:02
3179,RT @manos_tsakiris: Changing minds about climate change: our paper where we ask if and how domain-general metacognition impacts belief upda…,6,0,128,Head of Policy & Research @IBESocialMedia #Epilepsy | Researcher @harvardmed | fmr. Physician @ChariteBerlin | Co-founder @R3_R3SOLUTE | #brainhealth #policy,237,SebastianWinter,2023-02-06 14:34:47
3180,"RT @Belmont_Forum: Launching soon: Belmont Forum’s Collaborative Research Action will address the nexus of Climate, Environment, and Health…",15,0,713,"Transdisciplinary science-policy, global change, EDI, climate & health, VBDs. Writing from Uruguay, Ecuador/USA national. Science Director @IAI_news. Views=own",874,DrAnnaStewart,2023-02-06 14:34:36
3181,"Time is running out to protect our world from #ClimateChange.

I'm using my #VoiceForClimate: @grantshapps will you… https://t.co/ifLSU7VKyx",0,0,11,,0,JulesTennick,2023-02-06 14:34:00
3182,"In July 2022 at the Bellagio Center, Secretary Clinton and other inspiring and visionary women leaders met and high… https://t.co/MmMpAhE0Jx",0,1,728,"Vice President, Asia Regional Office, @RockefellerFdn - #MakingOpportunityUniversal and sustainable. Views are my own.",810,deepalikhanna,2023-02-06 14:33:34
3183,RK Singh calls upon G20 member countries for united fight against global warming and climate change… https://t.co/HLhWfK9xf5,0,0,16,The Bureaucrat is a news website that offers updates & information on the Indian bureaucracy. It represents civil services holistically across functional areas.,439,Bureaucrat_News,2023-02-06 14:33:17
3184,RT @iaeaorg: 📢 Join us tomorrow #live from @ChathamHouse in London 🇬🇧 to follow the exchange between @rafaelmgrossi and Dr @PatriciaMary wi…,11,0,1769,"#Egalitarian⚖️ I Fmr Diplomat @AfghanMissionUN
LLM Intl Pub #Law+MA #Diplomacy & Strat Nego.
Intl Affairs+#Afghanistan
#RuleOfLaw+State Effect.& #Accountability",3574,MNadjaf,2023-02-06 14:33:04
3185,"RT @uonbi: Launch of the #RAMP Initiative and screening of WRI’s Stories to Watch 2023 on Wed 8th February 2023, 09:00 to 11:00 Taifa Jall,…",3,0,188,“Markets can stay irrational longer than you can stay solvent” John Maynard Keynes,255,EconAdvanced,2023-02-06 14:32:59
3186,"RT @Elec_All: 🔴 On 14 Mar @RenewablesGrid and @ENTSO_E explore the effects #climatechange is having on our #electricity infrastructure:

❔…",1,0,1420,We are a unique group of ⚡️transmission system operators (TSOs) and environmental 🌍 NGOs collaborating on a 🌱#RenewablesGrid for the #EnergyTransition 🔆.,2477,RenewablesGrid,2023-02-06 14:32:40
3187,"Volunteer with us for #CleanDelhi #SwachhBharat #MyCleanIndia

Visit https://t.co/XK3ZReQKWN

#WeMeanToClean… https://t.co/KjAxMXMTIM",0,0,81,#WeMeanToClean | #CleanDelhi #SwachhBharat | #WasteManagement #Composting #HomeComposting | #Plantation #Afforestation | #Cleanup #CleanupDrive | #ClimateAction,2345,WeMeanToClean,2023-02-06 14:32:24
3188,"RT @UNWTO: #ClimateChange and degradation are posing a threat to the ecosystems we love to travel to.

The tourism sector must be at the 💚…",5,0,629,"🔔There are SHIPS sailing to many PORTS,but not 1single ONE goes to where LIFE is not painful;nor is there 1PORT of CALL where it is possible to FORGET.💙⚓🌊🌐",629,BQuest_SHIPsCo_,2023-02-06 14:32:23
3189,"RT @AbioticStress: Review by @juanm_acien @candela_lab @MGGuzman20 @arbona_vicent @UJIuniversitat @IJMS_MDPI

From #Classical to Modern #Co…",6,0,167,"Researcher: Plant Breeding and Genetics🌾🌱 @Institute of Plant Breeding and Biotechnology, MNSUAM, Pakistan

Expand your goodwill thoughts",38,Hiramarie3,2023-02-06 14:32:22
3190,"Are you still confused about what is clean, green and renewable energy and what's the difference between them.....… https://t.co/xMIeHaIK1r",0,2,243,The Climate Agenda is a part of a global movement which focuses on methods to protect the environment.,554,ClimateAgendaa,2023-02-06 14:32:02
3191,RT @ThatAngryarmy: Exxon Picks Technip to Design its $7B Low-Carbon Hydrogen Plant https://t.co/ctVLV5HzNk #ClimateChange https://t.co/qp4L…,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 14:31:34
3192,RT @ThatAngryarmy: Exxon Picks Technip to Design its $7B Low-Carbon Hydrogen Plant https://t.co/ctVLV5HzNk #ClimateChange https://t.co/qp4L…,4,0,1191,"We are focused on climate change, and our mission is to help local communities address the issue through grassroots activism.",840,angryman1972,2023-02-06 14:31:34
3193,16 municipalities in Puerto Rico sue 11 fossil fuel companies for #climatechange impacts w/ charges used against or… https://t.co/06fasAwMUp,0,0,1157,Award-winning author—Product dev—Biomimicry scientist—Journalist—JoyProject podcast creator & host—Curiosity & joy❤er—Sustainability grad student @cambridge_uni,4745,christanyc,2023-02-06 14:31:06
3194,"RT @UNESCO: 🧊Glaciers are melting.
🪸 Coral reefs are bleaching. 
🌊Low-lying atolls are submerging as sea levels rise. 

#ClimateChange has…",109,0,13258,"Intergov. Platform on Biodiversity & Ecosystem Services. @IPBESes, @IPBESfr. Also on: https://t.co/O046oK8MhT RT ≠ endorsements. Denialism/trolling/profanity may = ban.",116545,IPBES,2023-02-06 14:31:00
3195,"RT @EricssonIndia: Did you know? 

In a future affected by #ClimateChange, reduction in costs across energy or food will be a top priority…",36,0,72,"itteamBulandNaMoBSR
स्वयंसेवक",117,BulandNaMoteam,2023-02-06 14:30:48
3196,"RT @UNDP: Terms used to discuss #ClimateChange can be daunting.

That's why we've prepared an easy-to-understand resource for anyone wishin…",133,0,122,I am motivated to pursue a career where I can contribute to making our societies more sustainable.,61,Nabielabakheet,2023-02-06 14:30:29
3197,"The demand for organic food is driven by consumers concerned about health, the environment, and animal welfare.… https://t.co/dJ07l9IES6",0,0,3040,"Sudhir is an author and business growth, specialist",3919,sudhirahluwalia,2023-02-06 14:30:14
3198,"#ClimateChange is warming our winters
What’s at risk? 
Water supply:Less snow = Less water supply to at least 75% o… https://t.co/rZKw1m26GT",1,4,3674,"It's not a day — it's a movement.  

Earth Day Every Day",159033,EarthDay,2023-02-06 14:30:12
3199,"#ClimateChange and degradation are posing a threat to the ecosystems we love to travel to.

The tourism sector must… https://t.co/V9caDuh64B",5,16,3960,The @UN agency and leading global organization promoting tourism for sustainable development. SG: @pololikashvili | #Tourism4SDGs,144965,UNWTO,2023-02-06 14:30:00
3200,RT @EuroGeosciences: This week the @EGU_GD #EGUblogs' #SassyScientist is taking on the subject of #ClimateChange and human-induced #seismic…,4,0,5001,"Investigating ideas, arguments, evidence, strategies and stories. Likes, follows and retweets are bookmarks, sometimes quizzical, not endorsements.",563,fluxcapdoodah,2023-02-06 14:29:58
3201,RT @iaeaorg: 📢 Join us tomorrow #live from @ChathamHouse in London 🇬🇧 to follow the exchange between @rafaelmgrossi and Dr @PatriciaMary wi…,11,0,2190,Rafael Da Silva Ferreira Cardoso - Primeiro-ministro e Ministro da Defesa do Reino Unido @10DowningStreet @DefenceHQ 🇬🇧 🇧🇷,214,DepartRafael,2023-02-06 14:29:57
3202,Hope that you will have some fruitful discussions on the #energytransition! 💡⚡️International cooperation is key to… https://t.co/SWUMg99EtF,0,2,568,"Embassy of Denmark in Belgium. Tweets about Denmark, bilateral relations and embassy affairs. RT's and follows are not endorsements.",1142,DKinBelgium,2023-02-06 14:29:47
3203,".@ianbremmer defines #geopolitical recession amid the challenges we’re facing with #China, the… https://t.co/VTKwXL9DKd",1,6,4995,Financial Services PR @GregoryFCA | caitlyn@gregoryfca.com | #Finserv #RIAs #ETFs #investing #ESG #Philly,1202,CaitlynMFoster,2023-02-06 14:29:42
3204,"Moving on, to another town https://t.co/AmWOB30j9W #musicmake #newmusic #musicvideo #N#NowPlaying  #SunakOut #ClimateChange",0,0,1393,#ClimateChange #freemusic #acousticmusic #NowPlaying #followback #ClimateAction #GTTO #ToriesOut,8355,wildbluethistle,2023-02-06 14:29:40
3205,"RT @Climate_AF: “@NicoleM_4Senate said [#climatechange] is leading to more extreme weather events, as well as hotter summers with more drou…",4,0,3396,@climate_AF comms. Hoosier. Barb's Dad. #IUBB & #Colts. Love me a good hike. Everyone curses. 🏳️‍🌈 drew@climatecabinet.org,4047,AndersonDrew,2023-02-06 14:29:28
3206,RT @ThatAngryarmy: Exxon Picks Technip to Design its $7B Low-Carbon Hydrogen Plant https://t.co/ctVLV5HzNk #ClimateChange https://t.co/qp4L…,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 14:29:05
3207,RT @ThatAngryarmy: Exxon Picks Technip to Design its $7B Low-Carbon Hydrogen Plant https://t.co/ctVLV5HzNk #ClimateChange https://t.co/qp4L…,4,0,554,"Governments are dragging their feet. AngryArmy & angry.tribe are on a mission - climate change info, calling out deniers & greenwashers & local green projects.",241,angryman113,2023-02-06 14:29:03
3208,📢 Join us tomorrow #live from @ChathamHouse in London 🇬🇧 to follow the exchange between @rafaelmgrossi and Dr… https://t.co/nL7wiqX51P,11,18,3465,"IAEA is the 🌍's centre for cooperation in the #nuclear field, promoting the safe, secure & peaceful use of nuclear technology. IAEA DG @RafaelMGrossi",227514,iaeaorg,2023-02-06 14:28:59
3209,Exxon Picks Technip to Design its $7B Low-Carbon Hydrogen Plant https://t.co/ctVLV5HzNk #ClimateChange https://t.co/qp4LmCjBXv,4,0,2234,AngryArmy is a social enterprise with a mission to combat climate change. We are committed to making a difference and are passionate about protecting our planet,1880,ThatAngryarmy,2023-02-06 14:28:35
3210,"RT @WheelCoin: Do you know? 👀

The @UN has recently come up with a plan to tackle #ClimateChange 🌧️🌪️

And it's given serious consideration…",3,0,1912,Home to Atlantians. We build & innovate at the intersection of climate change & social injustice.,1877,AtlantisDAO1,2023-02-06 14:28:34
3211,A new study by Universität Hamburg’s Cluster of Excellence shows limiting #globalwarming to 1.5 degrees Celsius is… https://t.co/wZ8Ej00Uwi,0,1,10079,"A news aggregator for UN climate summits #COP28
Owned by @PxP_LAC  @iklimhaber @carboncopyinfo @ClimaInfoNews @yeryuzudernegi. Not a UN account.",73621,UNClimateSummit,2023-02-06 14:28:30
3212,RT @UNBiodiversity: There's an urgent need to scale up action to reduce food loss &amp; waste. #Foodwaste reduction brings multi-faceted wins:…,29,0,1266,Curating #biodiversity and #conservation tweets Main Account @trvstworld & FB 👉 https://t.co/IUmY4f8W4x Insta 👉 https://t.co/U360DV8KyU ⛔ DMs,834,TRVST_Biodiv,2023-02-06 14:28:12
3213,"#Climatechange is a global issue that affects us all. As a business, consider how you can contribute to a sustainab… https://t.co/ffnJZA2Oaf",0,0,83,"From working on contracts to contracts that work. #EnglishBook coming soon! Developed by @CMPartnersNL, written by thought leader @LindaTonkes.",71,cats_cm,2023-02-06 14:28:06
3214,RT @planet_tracker: Recognition of #biodiversity and nature related issues is well behind climate change. In the last five years only there…,2,0,1871,Climate&Sustainability Advisor Environ-Eng @IPN_MX LEAD @elcolmex EcoEconomy @pueeunam @unam Políticas Públicas @FlacsoMx 🌎🐯RT≠endorsement.,1602,GloMarinaGod,2023-02-06 14:28:03
3215,"Research and Innovation Accelerating Transformation towards Global Sustainability

📰: https://t.co/3vI1LD0e3k… https://t.co/L6eqHPoSPc",0,3,1445,This is the official and #ProudlyKovsies Twitter page of the University of the Free State.   #OnlyAKovsieKnowsTheFeeling,29511,UFSweb,2023-02-06 14:27:46
3216,"RT @WheelCoin: Do you know? 👀

The @UN has recently come up with a plan to tackle #ClimateChange 🌧️🌪️

And it's given serious consideration…",3,0,217,"タグ付けフリー&フォロー歓迎
Gritti ✽ https://t.co/ZFVI9W49Lt ✽ https://t.co/LfupY1xOZb ✽ LSP所属
WheelCoin ✽ https://t.co/4PJLaS6GnU
15時にTwitFiとTwitDaoの餌やりツイートしてます。ご自由にどぞ。",481,m2e70259765,2023-02-06 14:27:30
3217,"RT @MarcIyeki: What does #AI say about #globalwarming? It's not good. #climatechange #environment

https://t.co/wa59bAif84",3,0,2034,"CEO, Chief Cheerleader & Talent Scout @Race2Diversity
College Diversity Network https://t.co/engiOaDZcq
Adjunct Professor @SCSTATE1896 @SouthernU_BR @ShawUniversity",15610,fleejack,2023-02-06 14:27:19
3218,RT @ZLabe: An update to the clever visualization for communicating long-term trends versus short-term variability in the global temperature…,417,0,1102,"CO Asst. State Climatologist. I'm here to help you understand climate changes, extremes, and variability. she/her",4580,ClimateBecky,2023-02-06 14:27:10
3219,"RT @EthicalBrandMkt: On #WorldEnvironmentDay, @EthicalHour connected several #SocEnt to talk about #climatechange on #Twitter and wrote abo…",120,0,2333,"Ethical, non-manipulative marketing strategies for animal-saving visionary leaders.
Transforming your marketing to make a more positive impact.
Dare to be rare.",2630,EthicalBrandMkt,2023-02-06 14:27:04
3220,📣 Happening today at 12:00 PM ET. A special discussion from @SenWhitehouse about his new book “The Scheme: How the… https://t.co/nkkIKrzYpi,1,1,1166,@Columbia's Mailman School of Public Health is advancing evidence-based public health science and education. #HealthIsAHumanRight,23933,ColumbiaMSPH,2023-02-06 14:26:52
3221,Teesside is a tragic example of how reheated neoliberalism combines with false climate solutions to produce environ… https://t.co/wsdfBhlQHQ,0,0,2513,Politics are definitely SOCIALIST 'KEEP THE RED FLAG FLYING HIGH' AND MAN UNITED THE RELIGION,1535,JOHNROYTAYLOR,2023-02-06 14:26:51
3222,RT @kylepowyswhyte: Interested in #climatejustice and #climatechange action for Indigenous peoples- highly recommended! @aihec is recruitin…,46,0,4925,"#GreatLakes #scicomm @ijcsharedwaters
@UMSEAS MS '19
@miseagrant @ijcsharedwaters Fellow '16-'17
@transwaters '16
@jmcmsu IR BA '10
(she/her/hers)
Views=mine",1737,AVZejnati,2023-02-06 14:26:39
3223,"Register now for the free virtual event taking place on the 5th April. 

The event looks to examine the changes to… https://t.co/FZuFl1KUOW",0,0,1850,"The latest news, insight and opinion from the Health Sector",14586,nhenews,2023-02-06 14:26:28
3224,"RT @ciel_tweets: Recent studies reveal #Microplastics are constantly lofted into the atmosphere.

These particles can travel thousands of m…",14,0,1091,Climate & Energy Legal Organizer/Staff Attorney at @ciel_tweets ⚖️🌎 - barnacle at @craglaw - @LSU ‘14 - @NDLaw '18  ✨Opinions are my own.✨,375,kasha_b,2023-02-06 14:25:57
3225,RT @GaiaRiposati: We are thrilled to share ideas and to talk about #climatechange our artistic journey and our project The Storm on such a…,3,0,2836,"Producer, artist, educator
🏳️‍🌈✡️🇬🇧",2517,leocrane,2023-02-06 14:25:55
3226,RT @AWFCEO: Climate change is increasingly threatening biodiversity as vegetation zones. The loss of #biodiversity as a result of #climatec…,9,0,280,"IUCN Programme Administrator-Rwanda Country Office

''Alone I can do so little, together we can do so much"".",129,IKIREZIValenti1,2023-02-06 14:25:54
3227,"Do you know? 👀

The @UN has recently come up with a plan to tackle #ClimateChange 🌧️🌪️

And it's given serious cons… https://t.co/kH3sFDhj8y",3,7,33,"We are the world's first Move2Earn game designed to reward green, low carbon mobility choices. JOIN US👉 https://t.co/wNAV2mrKx8",316,WheelCoin,2023-02-06 14:25:41
3228,"While this bucks the trend elsewhere in the UK, #ClimateChange appears to be a large factor in the increased abunda… https://t.co/TxcOge9tBe",2,12,3074,"The official Twitter account for Butterfly Conservation. UK Charity. Saving butterflies, moths and the environment! 🦋 #SaveButterflies #MothsMatter",103095,savebutterflies,2023-02-06 14:25:10
3229,RT @ThatAngryarmy: Do You Work in the Auto Industry? We Want to Hear From You. https://t.co/IF0jlynjTS #ClimateChange https://t.co/AEjoam4E…,4,0,1191,"We are focused on climate change, and our mission is to help local communities address the issue through grassroots activism.",840,angryman1972,2023-02-06 14:25:03
3230,RT @ThatAngryarmy: Do You Work in the Auto Industry? We Want to Hear From You. https://t.co/IF0jlynjTS #ClimateChange https://t.co/AEjoam4E…,4,0,1624,Time to call out the greenwashers! Let's get involved in local green projects and make a difference for real! #angrytribe #korea,322,angryman2046,2023-02-06 14:25:03
3231,RT @ThatAngryarmy: Do You Work in the Auto Industry? We Want to Hear From You. https://t.co/IF0jlynjTS #ClimateChange https://t.co/AEjoam4E…,4,0,87,Little frustrated at governments dragging their feet? AngryArmy with its angry.tribe is preparing to combat climate change at the local community level…...,14,angrywoman514,2023-02-06 14:25:03
3232,"It's time to wake up and realize the harm we are causing to the planet. Let's work together to create a cleaner, gr… https://t.co/Y5toIRu6W6",0,0,35,"Passionate eco-activist dedicated to protecting our planet and promoting sustainability. Advocate for renewable energy, reducing waste, and preserving wildlife.",290,HaRrycoNneRr,2023-02-06 14:25:00
3233,"RT @STEMulator1: WATCH: How are clouds made🌫💨? Visit https://t.co/kKSWbjk6JE to find out more about clouds. 

#evaporation #clouds #weather…",1,0,532,"The NSTF is a stakeholder forum for all South African organisations with an interest in science, engineering, technology and innovation.",2556,NSTF_SA,2023-02-06 14:24:58
3234,Excited to share that I recently received a certificate from the 2022 GROW Summer School in Agrobiodiversity in a C… https://t.co/P2RDbPPp7J,0,0,93,Remote Sensing & GIS Specialist | (Expertise in Project and Community based Environment Management),78,SZHussain11,2023-02-06 14:24:44
3235,RT @pelepele1: Is this a result of #climatechange or #globalwarming?  https://t.co/9Z1PigI1pI,9,0,3348,"First they ignore you, then they laugh at you, then they come to fight you, and then you win.
M.K.Gandhi.
Alba gu brath.",3698,turracoo1,2023-02-06 14:24:18
3236,RT @glacionaut: Here are four examples from the Swiss alps how global warming affects our glaciers. #ClimateCrisis #climatechange #GlobalWa…,198,0,658,Philosopher @iphilLUH @UniHannover | Member of the extended board @reat_ch | private account | she / her,305,TanjaRechnitzer,2023-02-06 14:23:56
3237,"sign a petition: Stop the Willow Project from destroying the Arctic!
#oil #pollution #ClimateCrisis #climatechange… https://t.co/q3coSnRYzX",0,0,868,"Woman. Libertine.  Picker, grinner, lover, sinner, joker, smoker, midnight toker. Opinionated, I love music and politics.
#stayhuman
@adpucci@mastodon.world",1112,adpucci,2023-02-06 14:23:19
3238,RT @pelepele1: Is this a result of #climatechange or #globalwarming?  https://t.co/9Z1PigI1pI,9,0,1028,"secular humanist & defender of freedom & free speach-father of 2,grandfather of 4-likes music,rugby,boxing,tennis.fav rtist mary j blige.",1261,rebroger,2023-02-06 14:23:13
3239,RT @ZLabe: An update to the clever visualization for communicating long-term trends versus short-term variability in the global temperature…,417,0,74,1.5 or bust...,78,MaryPoppins777,2023-02-06 14:23:02
3240,"National Grid: Coal-fired power units asked to warm up

Two units will prepare to boost the grid as low winds are e… https://t.co/X4hZnQAqMA",0,0,834,"ELN a multiple award-winning news service covering energy. 
We run amazing events too!",12273,EnergyLiveNews,2023-02-06 14:22:56
3241,"RT @SupplyChainD: DEEP DIVE: Climate change is an ever-increasing threat, with extreme weather events pummelling supply chains more frequen…",2,0,24381,Business Strategy for the Digital World. #RPA #IoT #AI #DigitalTransformation,26552,StrategyNDigita,2023-02-06 14:22:54
3242,"RT @wellcometrust: In this #ClimateChange map, you can explore the data behind years of devastating drought in Brazil or witness the shocki…",4,0,2262,"Past Occasional lecturer in Gifted&Talented at @UCD (University College Dublin), 
Parent and Advocate. Past President WCGTC 2013-17",2388,LesLinks,2023-02-06 14:22:53
3243,"RT @AOSISFellowship: Meet @dichelaptuch from #Palau 🇵🇼-""It is incredibly vital for us, the youth of today in many small island states, to b…",18,0,81,,75,ChanceDouglas13,2023-02-06 14:22:52
